title_orig,discounted_price,original_price,units_sold,rating,uses_ad_boosts,product_color,product_variation_size_id,product_variation_inventory,price_difference,total_revenue,potential_revenue,revenue_difference,price_difference_group,uses_ad_boosts_group
Summer Fashion Women  Lace Strap Shirt Tops Solid Color Sleeveless Top Blouse,5.0,5,100,4.5,0,pink,S,50,0.0,500.0,500,0.0,low,no
Fashion Women Midi Slim Basic Vestidos Bodycon Short Sleeve Package Hip Robe Dresses,8.0,13,10000,3.99,0,grey,S,50,5.0,80000.0,130000,50000.0,low,no
Women Summer Casual Adjustable Spaghetti Strap Dresses Solid Color Pleated Backless Mini Beach Sundress Plus Size,3.85,10,50,3.33,0,purple,XXS,7,6.15,192.5,500,307.5,low,no
Fashion Summer Lady Skull Print Beauty Vest Halter Tank Top,9.0,48,1000,4.01,1,purple,M,50,39.0,9000.0,48000,39000.0,high,yes
Summer Fashion Tie-Dye Short Sleeve Long Dress Loose V Neck BOHO Maxi Dress,8.0,9,7,5.0,0,orange,XXS,5,1.0,56.0,63,7.0,low,no
5 Colors Women Fashion Sports Shorts Solid Color Elastic Gym Shorts Female Running Clothes Fitness Panties Bottom for Girl Plus Size S~5XL,6.0,13,20000,3.85,1,red,S,50,7.0,120000.0,260000,140000.0,low,yes
Womens Summer Red White and Blue Chiffon Short-Sleeve T-Shirt,5.0,33,100000,3.98,0,orange,S,50,28.0,500000.0,3300000,2800000.0,high,no
Summer Women's New Fashion Sleeveless Polka Dot V-neck Strap Mini Backless Casual Top Dresses,9.0,34,100,3.14,1,navyblue,XS,50,25.0,900.0,3400,2500.0,high,yes
"Tank Top "" I am not perfect but i am limited Edition "" letter printed sleeveless casual slim tank tops",6.0,6,20000,3.96,0,white,S,50,0.0,120000.0,120000,0.0,low,no
2020 New Arrival Women Fashion Tie Dye Printing Slim Fit Casual Cotton Tank Top,4.7,17,100,4.0,1,blue,XS,3,12.3,470.0,1700,1230.0,high,yes
2019 NEW Men's Short Sleeve T-Shirt Fitness Round Neck Casual Men's Zippers Summer T-Shirt,4.0,4,10000,3.45,1,white,XXS,46,0.0,40000.0,40000,0.0,low,yes
Women's One Piece Push Up Padded Bikini Swimsuit Swimwear Bathing Monokini HOT,8.0,84,10000,4.19,0,black,M,50,76.0,80000.0,840000,760000.0,high,no
Summer Women s  Fashion  Lace Up Tie Pants  Plus Size Casual High Waist Short Pants,6.0,26,100,3.25,0,black,XS,50,20.0,600.0,2600,2000.0,high,no
Women Fashion Spaghetti Strap Jumpsuits Rompers Summer Casual Slim Fit Drawstring Waist One Piece Suits  Sleeveless Bodycon Playsuit Outfits Set Ladies Short Rompers Bodysuits for Beachwear,11.0,50,20000,4.22,0,white,M,50,39.0,220000.0,1000000,780000.0,high,no
2019 New Fashion Women Blouse Tops Sleeveless Spaghetti Strap Criss Cross V-neck T Shirt Tops Summer Casual Blouse Shirts,4.0,4,5000,3.39,0,pink,S,7,0.0,20000.0,20000,0.0,low,no
Fashion Women Black Sleeveless Summer Beach Bodysuits Back Cross Slim Cami Jumpsuit,5.77,16,1000,3.72,0,black,L,50,10.23,5770.0,16000,10230.0,high,no
Plus Size 5XL Summer  Hot Fashion Women's Flower Skull Digital Print Round Neck Sleeveless Tank Camisole,9.0,50,20000,4.17,0,black,M,50,41.0,180000.0,1000000,820000.0,high,no
Women Retro V-neck Print Fitted Jumpsuit Straps Mini Rompers Trousers Dress,11.0,16,10000,3.75,1,black,XS,50,5.0,110000.0,160000,50000.0,low,yes
2019 Women Fashion Spaghetti Strap Jumpsuits Rompers Summer Casual Slim Fit Drawstring Waist One Piece Suits  Sleeveless Bodycon Playsuit Outfits Set Ladies Short Rompers Bodysuits for Beachwear,9.0,22,1000,4.24,1,grey,S,7,13.0,9000.0,22000,13000.0,high,yes
Women Summer Fashion V-neck Short Sleeve Floral Printing High Waist Mini Dress,5.8100000000000005,34,1000,3.54,1,red,XS,2,28.19,5810.000000000001,34000,28190.0,high,yes
5 Colors Summer Fashion Women  Bikini Charming Flower Print Swimsuit Push Up Swimwear Two Pieces Casual Slim Fit Beach Wear Swimming Set S~3XL,11.0,59,100,3.66,0,winered,M,50,48.0,1100.0,5900,4800.0,high,no
Women Fashion Loose Casual Pure Color Plus Size  Vest Sleeveless Summer Sleeveless Dress,6.0,6,5000,4.07,0,white,XS,50,0.0,30000.0,30000,0.0,low,no
Summer Crop Top Women Tank Tops Halter Vest Casual Camisole Croped Shirt Women Tops,5.0,6,5000,4.07,0,grey,S,50,1.0,25000.0,30000,5000.0,low,no
Women's Punk Tank Top with Skull Print Summer Beach Sleeveless Tank Top,6.0,6,5000,3.92,1,purple,XS,50,0.0,30000.0,30000,0.0,low,yes
S-5XL New Fashion Women Tops Blouse Sleeveless V-neck Solid Color Tank Top Women Summer Shirt Tops Plus Size Causal Loose,4.83,51,50,2.0,1,white,XS,3,46.17,241.5,2550,2308.5,high,yes
Women  Sleeveless Open Back Shirt Knotted Tank Top Blouse Sport Vest Tops Tshirt AST,8.0,16,10000,4.04,0,white,S,9,8.0,80000.0,160000,80000.0,low,no
Women Tops Tank Bandage Feather Print Sleeveless O-Neck Vest Summer Sport Tank Tops Casual Ladies Blouse T Shirt Tops Plus Size,3.0,3,100,4.29,1,black,S,5,0.0,300.0,300,0.0,low,yes
Women Ladies Summer Sleeveless Long Dress Plus Size Loose Casual Elegant Butterfly Beach Dress Maxi Dress,13.0,14,10000,3.74,0,blue,S,50,1.0,130000.0,140000,10000.0,low,no
18 Styles Women Summer  Printing Buttons Off Shoulder Sleeveless Dress Princess Dress Spaghetti Straps Dresses,11.0,88,5000,4.1,0,star,S,25,77.0,55000.0,440000,385000.0,high,no
 Women's Fashion Graphic \Don't Flatter Yourself....\Tee for Women Summer Casual Tee T Shirts for Girls,7.0,22,10,3.5,0,pink,XS,3,15.0,70.0,220,150.0,high,no
XS-8XL Women Summer Tops O-neck Sleeveless Shirts Print Cotton Vest Loose T-shirt Ladies Fashion Casual Plus Size Tank Tops Lady Pullovers Blouse,5.0,5,5000,3.97,0,white,XS,6,0.0,25000.0,25000,0.0,low,no
2019 Women Sleeveless Solid Color Lace Halter Yoga Vest  Cotton Slim Fit Tank Top,6.0,6,1000,3.84,0,black,XXL,50,0.0,6000.0,6000,0.0,low,no
2019 Summer Plus Size Tank Top for Women Spaghetti Strap  Flower Print Sleeveless Casual Top (S-6XL),3.0,3,20000,4.12,1,purple,S,6,0.0,60000.0,60000,0.0,low,yes
Side Split Letter Print Curved Hem Casual Dress Summer Sport Style T Shirt Dress Plus Size,12.0,26,5000,4.16,0,white,S,50,14.0,60000.0,130000,70000.0,high,no
2019 Summer 2 Color Women Fashion Bikini Set Spaghetti Strap Crop Top High Waist Triangle Swimwear Leopard Print Two Piece Push Up Bathing Suit Swimsuit,8.0,118,10000,3.85,0,white_and_black,S,50,110.0,80000.0,1180000,1100000.0,high,no
Women's Fashion Boho Long Dot Dress Long Dress High Silt Printed Beach Dress XS-5XL,5.85,13,1000,3.16,1,blue,XS,9,7.15,5850.0,13000,7150.0,low,yes
Women Summer V Neck Mini Swing Dress Sunflower Print Sleeveless Spaghetti Strap Party Dresses Plus Size S-5XL,6.0,6,100,3.07,0,black,XS,1,0.0,600.0,600,0.0,low,no
Women Push-up Padded Bra Bandage Bikini Set Swimsuit Triangle Swimwear Bathing,9.0,57,1000,3.63,0,black,S,50,48.0,9000.0,57000,48000.0,high,no
Fashion Crop Top for Women Spaghetti Strap V Neck Tank Top Summer Top Plus Size S-5XL,5.0,5,100,5.0,0,black,L,13,0.0,500.0,500,0.0,low,no
Ladies Summer Tie Dye Print Short Sleeve Off Shoulder Casual Plus Size Dress,4.8100000000000005,5,100,5.0,1,yellow,XS,5,0.1899999999999995,481.00000000000006,500,18.999999999999943,low,yes
2020 New Summer T-shirt Paul Men's Short-sleeved Shirt Popular Fashion Polo Shirt Print,14.0,104,100,3.44,1,orange,S,50,90.0,1400.0,10400,9000.0,high,yes
Summer New Europe and The United States  Round Neck Pocket Stripes Printed Hip Dress Women,8.0,26,100,5.0,0,yellow,S,50,18.0,800.0,2600,1800.0,high,no
Dragonfly Tee 2020 New Women Summer Fashion Comfy High-quality Graphic Short Sleeve  T-shirt Casual Cotton Print,7.0,81,100,3.57,1,green,XS,30,74.0,700.0,8100,7400.0,high,yes
New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,3.0,3,100,3.67,0,white,XXS,2,0.0,300.0,300,0.0,low,no
AH Women's Waist Lace Splicing Suspenders Low Cut Backless Off Shoulder Expansion A-line Mini Dress,8.0,8,1000,3.63,0,white,S,50,0.0,8000.0,8000,0.0,low,no
Short Sleeve Beach Dress Women Summer Print V Neck Dress Loose Casual Pullover Midi Dress,8.0,10,100,3.5,0,yellow,XS,5,2.0,800.0,1000,200.0,low,no
Women Summer Beach Halter Asymmetric Hem Top High Waist Bottom Printed Tankini Set Two Piece Swimsuit Beachwear,11.0,22,100,2.71,1,black,XXXXL,1,11.0,1100.0,2200,1100.0,high,yes
2019 New Summer Women Sleeveless Flower Print Spaghetti Straps Long Dresses Big Swing Loose Casual Plus Size Long Maxi Dresses Tank Dress,6.0,30,1000,3.53,0,blue,S,50,24.0,6000.0,30000,24000.0,high,no
Fashion Women  Bikini Leaf Printed Two Piece Split Bikini Set Summer Beach Swimsuit Bathing Suit Swimwear,9.0,9,10000,3.74,1,white,S,50,0.0,90000.0,90000,0.0,low,yes
2020 Women's Fashion Summer Casual Short Sleeve Round Neck T-shirt Cute Funny Cotton Shirt Tops,4.84,5,100,4.09,1,white,XS,2,0.1600000000000001,484.0,500,16.0,low,yes
Women's Fashion Sleeveless Pleated Flowy Spaghetti Strap V-Neck Casual  Summer Tank Top,5.0,5,1000,4.11,0,purple,L,50,0.0,5000.0,5000,0.0,low,no
ZANZEA Vintage Womens Short Sleeve V Neck Casual Loose Beach Dress Tunic Kaftan Dresses,14.0,89,5000,3.43,1,orange_red,S,9,75.0,70000.0,445000,375000.0,high,yes
Summer loose sling gradually dyed printed one-piece trousers,3.0,60,100,3.57,1,grey,XXXS,1,57.0,300.0,6000,5700.0,high,yes
Summer Women Chiffon Solid Color O-neck Sleeveless Top Sling  Off Shoulder Loose Pleated T-shirt Blouse Casual Tank Top Plus Size S-6XL,5.0,5,50000,3.93,0,blue,S,50,0.0,250000.0,250000,0.0,low,no
Women Sleeveless Floral Print Dress V-neck Sling Dress Casual Loose Beach Dress,8.0,11,1000,4.13,0,apricot,S,50,3.0,8000.0,11000,3000.0,low,no
 Women Crop Tops High Waist Shorts Floral Bikini Set Beach Swimwear Swimsuit BRE,8.0,25,10000,3.65,0,yellow,S,50,17.0,80000.0,250000,170000.0,high,no
3 Colors Fashion Summer Women  Sleeveless Crop Top Cotton Letter Print Sports Bra Top Ladies Casual Vest Tops,8.0,17,1000,3.93,1,black,M,50,9.0,8000.0,17000,9000.0,low,yes
Women Summer Fashion Cotton Overalls Sleeveless Casual Jumpsuits,11.0,30,1,5.0,0,armygreen,XS,10,19.0,11.0,30,19.0,high,no
2020 Plus Size Fashion Women Summer Casual Tank Tops Loose Beach Blouses Sleeveless Bohemia Printed Cotton Beach T Shirt,3.7,47,100,3.18,1,pink,XXS,9,43.3,370.0,4700,4330.0,high,yes
Women Lace Floral White Long Maxi Dress Boho Cardigan Jacket Coat Kimono Kaftan,12.0,118,20000,4.29,1,black,S,50,106.0,240000.0,2360000,2120000.0,high,yes
2020 New Arrival Women Spring and Summer Beach Wear Long Thin Cardigan Open Front Kimono Green Leaf Printed Chiffon Cardigan S-5XL,14.0,43,1000,4.05,1,leopard,S,50,29.0,14000.0,43000,29000.0,high,yes
Women Fashion's Lace  Elastic Yoga Shorts Summer Casual Sport Gym Leggings Workout Skinny Short Pants,8.0,75,50,4.33,0,black,S,50,67.0,400.0,3750,3350.0,high,no
Summer Crop Top Women Tank Tops Halter Vest Casual Camisole Croped Shirt Women Tops,3.73,9,5000,4.14,0,grey,S,50,5.27,18650.0,45000,26350.0,low,no
Joe Exotic Tiger King Print Women Summer O-neck Short Sleeve T-Shirt Casual Graphic Tees Plus Size,8.0,22,100,3.92,0,black,S,47,14.0,800.0,2200,1400.0,high,no
Men Fashion Plus Size S-3XL Denim Shorts Men Summer Autumn Fashion Vintage Style Jeans,18.0,27,5000,4.09,1,blue,M,50,9.0,90000.0,135000,45000.0,low,yes
Women's Summer Sleeveless Blouses Casual Sling Stitching Print Camisole Tank Tops Printed Shirts Large Size Loose Vest,4.0,4,100,4.07,1,yellow,S,50,0.0,400.0,400,0.0,low,yes
4 Color New Arrival Women's Fashion Casual  Vest Summer Fashion Solid Color Spaghetti Strap Halter Tank Top O-neck Cotton Leisure Brief  Slim Fit Top Plus Size Pure Color Vest Tank Top Tunic Top Backless Top,5.68,7,10000,3.89,0,blue,XXXL,50,1.3200000000000005,56800.0,70000,13200.0,low,no
Fabric Waist Trainer Vest Hot Shaper Summer Shaperwear Slimming Adjustable Sweat Belt Body Shaper,1.75,6,50,3.0,1,black,XXS,1,4.25,87.5,300,212.5,low,yes
2020 NEW Women's Fashion Floral Print Harem Pants 7 Colors Wide Leg Long Pants Palazzo Trousers Yoga Pants Women Casual Trousers Spring Summer Plus Size,14.0,84,100,4.13,1,white,S,2,70.0,1400.0,8400,7000.0,high,yes
Women Summer LOVE Printed Sleeveless Tank Top T-shirt,6.0,9,10000,4.04,0,pink,S,50,3.0,60000.0,90000,30000.0,low,no
 Womens Padded Bra Tops V Neck Camisole Straps Push Up Bra Vest Tank,5.0,5,1000,3.77,1,white,M,50,0.0,5000.0,5000,0.0,low,yes
Summer Crop Top Women Tank Tops Halter Vest Casual Camisole Croped Shirt Women Tops ,2.71,3,20000,4.03,0,grey,S,50,0.29,54200.0,60000,5800.0,low,no
Womens Floral Print Cold Shoulder Ruffled Summer Short Sleeve Flowy Blouse Plus Size  Tops,7.0,26,5000,4.01,0,white,S,50,19.0,35000.0,130000,95000.0,high,no
Women Summer Elegant Floral Print Sleeveless Deep V Neck Casual Print Jumpsuit Summer Romper Women Jumpsuit,4.0,4,50,1.0,1,blue,XS,20,0.0,200.0,200,0.0,low,yes
Women's Fashion Summer Casual Short Sleeve Round Neck Printed Not Today Letter T-shirt Cute Funny Printing Cotton Shirt Tops,6.0,6,100,3.13,1,pink,S,50,0.0,600.0,600,0.0,low,yes
Vintage Kawaii Harajuku T Shirt Women Ullzang Cute 90S summer T-shirt Funny Cartoon Graphic Tshirt 90s Fashion  Tees Female,8.0,17,10,5.0,0,white,S,50,9.0,80.0,170,90.0,low,no
New Women's Fashion Summer O-neck Cotton T-shirt Loose Printed Blouse Casual Short Sleeve Tops Ladies Fashion Plus Size Shirt,4.0,4,100,4.24,1,winered,S,50,0.0,400.0,400,0.0,low,yes
Womens Stripes Lined Up Double Up Tankini Top Swimwear(Plus Size),11.0,20,10000,3.92,0,blue,S,16,9.0,110000.0,200000,90000.0,low,no
7 Colors Women Summer Fashion Bikini Set Floral Print High Waist Swimsuit Casual  Crop Tops + Shorts Two Piece Set Bathing Suit Swimwear Beach Wear Halter Tankinis Plus Size,12.0,59,5000,3.47,0,white,S,50,47.0,60000.0,295000,235000.0,high,no
Women Summer Casual Loose Solid Color Vintage Overalls Strap Long Pants Jumpsuits Rompers Plus Size,11.0,11,1000,2.99,0,winered,S,50,0.0,11000.0,11000,0.0,low,no
XS-8XL Women Faashion Summer V-neck Sleeveless Tops Loose Pleated Tank Tops Ladies Fashion Swing Flowy Hem Shirs Summer Vest Shirs Tunic Cotton Blouses,1.91,2,10000,4.05,0,blue,XS,2,0.09,19100.0,20000,900.0,low,no
  Cheeky Bottom Women Beachwear Brazilian Bikini Bra Swimwear Bathing S M L XL,5.7,58,50000,3.45,0,black,XL,50,52.3,285000.0,2900000,2615000.0,high,no
Summer  Womens Bag Buckle Tank Tops Crop Top Vest,8.0,17,5000,4.47,0,black,S,50,9.0,40000.0,85000,45000.0,low,no
New Women Ladies Fashion Elastic Waist 3/4 Jogging Capri Summer Faith Printed Drawstring Casual Sport Fitness Pants,5.72,9,100,2.5,0,grey,XS,5,3.28,572.0,900,328.0,low,no
New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,2.0,10,100,3.2,0,white,XXS,1,8.0,200.0,1000,800.0,low,no
Women Fashion Cute Ruffle Tops Summer Spaghetti Strap Sleeveless Tees Pretty Summer Vest Women's Clothes,9.0,9,1000,4.16,0,purple,S,50,0.0,9000.0,9000,0.0,low,no
8 Colors Women New Fashion Tops Blouse Sleeveless Round Neck Love Print Tops T Shirts Summer Casual Women Tops Shirts,6.0,9,1000,3.67,1,white,S,50,3.0,6000.0,9000,3000.0,low,yes
Fashion Summer Dress  Women Casual Sleeveless Beach Short Dress Tassel Solid White Mini Lace Dress Plus Size,3.0,3,1000,3.08,1,black,XXS,1,0.0,3000.0,3000,0.0,low,yes
plus size Women Ladies Fashion Wide Strap Polka Dot Swimdress and Short XS-8XL,9.0,10,10000,4.15,0,red,XS,50,1.0,90000.0,100000,10000.0,low,no
Summer Fashion Moon Phases Printed Shirt T-shirt Ladies Casual Short Sleeve V-neck Tee Tops,8.0,8,10000,3.98,1,black,S,50,0.0,80000.0,80000,0.0,low,yes
Summer New Women's Fashion V-neck Floral Printed Loose Dress Sleeveless Elegant Maxi Dress Halter Dress XS-5XL,12.0,75,100,2.82,1,whitefloral,XS,1,63.0,1200.0,7500,6300.0,high,yes
2020 New Fashion Women's Colorful Mouth Butterfly Print Yoga Suit  Sleeveless Fitness Sports Jumpsuit Bodycon Shorts Summer Rompers Plus Size S-5XL,11.0,13,100,3.8,1,blue,XL,10,2.0,1100.0,1300,200.0,low,yes
2020 Women Girl Fashion Cute Printed Ribbed Cherry Tank Top Cropped Sleeveless Summer Top Vest Crop Tops,9.0,22,100,3.3,1,white,S,50,13.0,900.0,2200,1300.0,high,yes
New Summer Fashion Hot Sale Pingu Noot Noot Motherfu*kers Vintage Women Casual Cotton Short Sleeve Cartoon T Shirts Plus Size S-5XL,5.92,9,100,3.71,1,blue,XS,18,3.08,592.0,900,308.0,low,yes
Women Fashion Casual Summer Sleeveless Blackless Vests Tank Tops Spaghetti Strap Floral Printed Chiffon Off Shoulder Blouse,8.0,48,1000,4.34,0,blue,XS,50,40.0,8000.0,48000,40000.0,high,no
Womens Short Sleeve Baggy Summer Beach Midi Dress Ladies Shift Kaftan Dresses S-5XL,11.0,134,100,3.54,1,black,S,50,123.0,1100.0,13400,12300.0,high,yes
Women Lace Beach Boho Maxi Sundress Sleeveless Long Dress Party Holiday Strapless Dresses,15.0,115,50000,3.94,1,white,M,2,100.0,750000.0,5750000,5000000.0,high,yes
Puppy Dog Cat Canvas Baseball Cap Outdoor Pet Sun Hat Pet Supplies Virsor Caps,5.65,26,100,3.67,0,blue,M,50,20.35,565.0,2600,2035.0,high,no
Women Summer Sundress Gown Flare Tiered Crochet Floral Lace Dress,16.0,106,100,4.07,0,white,M,50,90.0,1600.0,10600,9000.0,high,no
Women Summer Print Striped Casual Dress Tank Dress Vest T Shirt Blouse,7.0,7,5000,3.32,0,black,XS,50,0.0,35000.0,35000,0.0,low,no
Women Wrap Banded Draped Out Hi Low Asymmetrical High Waist Open Maxi Skirt,8.0,27,5000,3.98,1,black,S,1,19.0,40000.0,135000,95000.0,high,yes
XS-8XL Ladies Summer Tunic Tops Sleeveless Off Shoulder Shirts Womens Fashion Casual Loose Cotton Blouse T Shirts Backless Camisole Vest Solid Color Plus Size Tank Tops,5.65,9,5000,4.23,0,winered,L,50,3.35,28250.0,45000,16750.0,low,no
Plus Size Fashion Dresses Summer Clothes Women's Casual Cotton Sleeveless Dress Loose Solid Color Pleated Tank Top Mini Dress Ladies Deep V-neck Beach Wear Party Dress,1.8,2,1000,3.68,1,lightgreen,XS,4,0.1999999999999999,1800.0,2000,200.0,low,yes
Fabric Waist Trainer Vest Hot Shaper Summer Shaperwear Slimming Adjustable Sweat Belt Body Shaper,1.75,6,50,3.0,1,black,XXS,1,4.25,87.5,300,212.5,low,yes
Summer New Women's Fashion Jeans Denim Shorts Loose Casual Curling Shorts Elastic Band Jeans,9.0,108,1000,4.06,0,black,S,50,99.0,9000.0,108000,99000.0,high,no
Summer Fashion Women  Lace Strap Shirt Tops Solid Color Sleeveless Top Blouse,5.0,5,100,4.5,0,pink,S,50,0.0,500.0,500,0.0,low,no
2020 Plus Size Fashion Women Summer Casual Tank Tops Loose Beach Blouses Sleeveless Bohemia Printed Cotton Beach T Shirt,6.0,13,1000,3.51,0,pink,S,50,7.0,6000.0,13000,7000.0,low,no
Summer Women Fashion Floral Short Dress Spaghetti Strap Sweetheart Sheath Dress,13.0,25,100,3.42,1,rosered,S,50,12.0,1300.0,2500,1200.0,high,yes
Fashion Women's Black Tanks Feather Print Workout Fitness Vest Top  Summer Sleeveless O Neck T Shirt Tops,7.0,50,1000,4.08,1,black,S,50,43.0,7000.0,50000,43000.0,high,yes
NEW Red Bull Summer Mens Casual Shorts Pants Loose Cotton Movement Dry Quickly Fitness Shorts,12.0,14,50,3.88,0,black,S,50,2.0,600.0,700,100.0,low,no
Summer Womens Bow Tie Plaid Romper Dress Jumpsuit Shorts Suspended Checked Pants Beach Dress,5.71,13,1000,4.23,1,red,S,50,7.29,5710.0,13000,7290.0,low,yes
"2020 New Arrival Women's Fashion Funny ""HIPPIE SOUL"" Printed Cute T-shirts Summer Short Sleeve Tops Shirts Graphic Tees Plus Size S-5XL",11.0,51,100,3.0,1,white,S,50,40.0,1100.0,5100,4000.0,high,yes
2018 Plus Size Summer Women Fashion  V-neck Lace Up Plaid Blouse Tops Irregular Short Sleeve Shirt（S-5XL）,3.79,49,20000,3.93,0,red,XS,2,45.21,75800.0,980000,904200.0,high,no
Women Summer Floral Printed Short Sleeve Dress Ladies Casual V Neck Dresses Plus Size Dress XS-5XL,8.0,10,100,3.39,0,navyblue,XS,3,2.0,800.0,1000,200.0,low,no
 Womens Casual Slim Sleeveless Tank Cami Vest Blouse Crop Top Fitness Vest,2.0,3,20000,4.09,0,white,S,50,1.0,40000.0,60000,20000.0,low,no
New Women Summer Fashion Womens Sleeveless Floral Print Sling Dress Party Evening Dresses Maxi Dress Beach Dress Sundress V-Neck Long Robes Plus Size S-5XL,6.0,22,1000,3.74,0,yellow,S,50,16.0,6000.0,22000,16000.0,high,no
Summer Women Sling Dress V-neck Floral Pleated Strap Casual Pocket Large Dress,6.0,6,50,4.2,0,white_and_green,XS,5,0.0,300.0,300,0.0,low,no
Shorts for Women Cotton Sport Yoga Shorts Women Fashion Lace Patchwork Fitness Panties Bottom Summer Athletic Lounge Short Pants,8.0,25,1000,4.25,1,pink,M,50,17.0,8000.0,25000,17000.0,high,yes
Women's Fashion Summer  Slimn Fit Denim Shorts High Waist Jean Shorts NS0122,11.0,152,1000,3.91,0,blue,XS,50,141.0,11000.0,152000,141000.0,high,no
New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,1.65,2,1000,3.67,1,white,XXS,1,0.3500000000000001,1650.0,2000,350.0,low,yes
Women Fashion Double-Layer Sports Shorts Quick-Drying Yoga Sports Leggings Fitness Shorts,8.0,22,10000,3.7,0,black,S,50,14.0,80000.0,220000,140000.0,high,no
Womens Summer Fashion Lip Print 2pc Set Ladies Casual Round Neck Short Sleeve T Shirt and Shorts,5.0,51,10,5.0,0,black,XS,1,46.0,50.0,510,460.0,high,no
New Hot Sale Summer Fashion Women Girl A-line Mini Short Gress Loose Sleeveless Flamingo Vintage Floral Print Gress,11.0,50,100,3.0,1,black,S,50,39.0,1100.0,5000,3900.0,high,yes
S-5XL New Fashion Women Tops Blouse Sleeveless V-neck Solid Color Tank Top Women Summer Shirt Tops Plus Size,7.0,13,10000,3.12,0,armygreen,M,50,6.0,70000.0,130000,60000.0,low,no
Women Lace Boho Bikini Cover Up Cardigan Blouse Long Sunscreen Blouse,6.0,6,100,3.93,0,black,S,50,0.0,600.0,600,0.0,low,no
2020 5 Color Summer New Fashion Women Tops Blouse Plus Size Sleeveless Strappy Tank Tops Cross Back Tops Summer Causal Tops for Women S-5XL,7.0,14,100,4.24,0,red,L,50,7.0,700.0,1400,700.0,low,no
New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,1.65,2,1000,3.67,1,white,XXS,1,0.3500000000000001,1650.0,2000,350.0,low,yes
Mayzero New Summer Women Long Beach Dress Boho Floral Print  Split,11.0,106,20000,3.92,1,white,S,12,95.0,220000.0,2120000,1900000.0,high,yes
 3 Colors New Fashion Summer Ladies Casual Jumpsuit Long Suspender Overalls Bib Pants,11.0,85,1000,4.08,1,green,S,50,74.0,11000.0,85000,74000.0,high,yes
2019 Summer 2 Color Women Fashion Bikini Set Spaghetti Strap Crop Top High Waist Triangle Swimwear Leopard Print Two Piece Push Up Bathing Suit Swimsuit,8.0,72,1000,4.01,0,white_and_black,S,50,64.0,8000.0,72000,64000.0,high,no
XS-5XL Plus Size Short Sleeve Beach Dress Women Summer Print V Neck Dress Loose Casual Pullover Midi Dress,6.0,10,1000,3.0,0,yellow,XS,3,4.0,6000.0,10000,4000.0,low,no
Summer Women Sling Dress V-neck Floral Pleated Strap Casual Pocket Large Dress,8.0,10,100,4.07,0,white_and_green,XS,3,2.0,800.0,1000,200.0,low,no
Women Summer Shorts Lace Up Elastic Waistband Loose Panties Plus Size,2.0,2,100,2.92,1,lightblue,XL,1,0.0,200.0,200,0.0,low,yes
6 Color Summer Women Printed Bckless Tank Tops Women New Fashion Slim Sleeveless Yoga Fitness Vest Casual Lady Tops Plus Size S-5XL,8.0,13,100,4.04,0,grey,M,50,5.0,800.0,1300,500.0,low,no
Palm Angels Sanskrit Short T-shirt Hip Hop Streetwear Oversize Summer Kanye West Tops T shirt,22.0,159,1000,4.04,0,black,S,50,137.0,22000.0,159000,137000.0,high,no
Fashion Women Summer Casual Tank Tops Loose Beach Blouses Sleeveless Printed Cotton Beach T Shirt Plus Size,6.0,6,1000,3.73,1,yellow,S,50,0.0,6000.0,6000,0.0,low,yes
Women Fashion Off-shoulder Tank Top Casual Blouses Crop Tops T-Shirt emilyandlily New Top,6.0,38,5000,4.22,0,black,M,50,32.0,30000.0,190000,160000.0,high,no
2020 Running Shorts High Waist Legging Plus Size S-3XL 3 Color Summer New Women Fashion Solid Color Safety Shorts Yoga,9.0,50,100,3.84,1,grey,S,50,41.0,900.0,5000,4100.0,high,yes
Sleeveless Floral Print Elegant Dress Drawstring Waist Slim Party Beach Maxi Dress ,6.0,6,20000,3.71,1,black,XXS,49,0.0,120000.0,120000,0.0,low,yes
Womens Padded Bra Tops V Neck Camisole Straps Push Up Bra Vest Tank,9.0,33,5000,3.81,0,black,S,50,24.0,45000.0,165000,120000.0,high,no
Men Summer Running Shorts 2 in 1 Sports Jogging Fitness Shorts Training Quick Dry Short Gym Shorts Sport Pants,18.0,47,100,4.62,0,black,XXL,5,29.0,1800.0,4700,2900.0,high,no
Fashion Womens Jumpsuit Summer Bib Pants Shorts Casual Loose Sleeveless Rompers Jumpsuit Suspenders Overalls S-XXXL,11.0,108,5000,2.95,0,orange,S,50,97.0,55000.0,540000,485000.0,high,no
S-2XL Women Sunflower Print Pattern Strap Dress Female Summer Fashion Flower Sling Skirt Youth Girls Dress Strap Dress,13.0,13,1000,3.7,0,black,S,10,0.0,13000.0,13000,0.0,low,no
Women's Summer Maxi Casual Dresses Cotton,11.0,38,20000,3.66,1,black,S,50,27.0,220000.0,760000,540000.0,high,yes
Women Crop Tops Deep V Neck Sleeveless Slim Fit Solid Tops For Summer,9.0,34,50,5.0,0,white,S,6,25.0,450.0,1700,1250.0,high,no
